ID_Word,ID_Aya,idRacine,englishWord,
6795,3:37,989,O Maryam!,
6796,3:37,53,From where,
6797,3:37,865,for you,
6798,3:37,500,"(is) this?""",
6799,3:37,1205,She said,
6800,3:37,534,This,
6801,3:37,974,(is) from,
6802,3:37,141,(is) from,
6803,3:37,25,Allah.,
6804,3:37,51,Indeed,
6805,3:37,25,Allah,
6806,3:37,1301,gives provision,
6807,3:37,974,(to) whom,
6808,3:37,1424,He wills,
6809,3:37,491,without,
6810,3:37,617,"measure.""",
6811,3:38,525,There only,
6812,3:38,327,Zakariya invoked,
6813,3:38,1772,Zakariya invoked,
6814,3:38,1219,his Lord,
6815,3:38,1205,he said,
6816,3:38,1219,My Lord,
6817,3:38,1669,grant,
6818,3:38,865,[for] me,
6819,3:38,974,from,
6820,3:38,878,Yourself,
6821,3:38,1644,offspring,
6822,3:38,1600,pure.,
6823,3:38,51,Indeed, You
6824,3:38,1487,(are) All-Hearer,
6825,3:38,327,(of) the prayer,
6826,3:39,1037,Then called him,
6827,3:39,968,the Angels,
6828,3:39,534,when he,
6829,3:39,1206,(was) standing -,
6830,3:39,1339,praying,
6831,3:39,439,in,
6832,3:39,596,the prayer chamber.,
6833,3:39,51,Indeed,
6834,3:39,25,Allah,
6835,3:39,273,gives you glad tidings,
6836,3:39,648,of Yahya,
6837,3:39,1317,confirming,
6838,3:39,754,[of] a Word,
6839,3:39,974,from,
6840,3:39,25,Allah,
6841,3:39,1525,and a noble,
6842,3:39,614,and chaste,
6843,3:39,1025,and a Prophet,
6844,3:39,974,among,
6845,3:39,1337,the righteous.,
6846,3:40,1205,He said,
6847,3:40,1219,My Lord,
6848,3:40,53,how,
6849,3:40,785,can (there) be,
6850,3:40,865,for me,
6851,3:40,458,a son,
6852,3:40,1140,and verily,
6853,3:40,246,has reached me,
6854,3:40,734,[the] old age,
6855,3:40,980,and my wife,
6856,3:40,150,"(is) [a] barren?""",
6857,3:40,1205,He said,
6858,3:40,1637,Thus;,
6859,3:40,25,Allah,
6860,3:40,374,does,
6861,3:40,933,what,
6862,3:40,1424,"He wills.""",
6863,3:41,1205,He said,
6864,3:41,1219,My Lord,
6865,3:41,655,make,
6866,3:41,865,for me,
6867,3:41,90,"a sign.""",
6868,3:41,1205,He said,
6869,3:41,90,your sign,
6870,3:41,27,(is) that not,
6871,3:41,754,you will speak,
6872,3:41,1120,(to) the people,
6873,3:41,1611,(for) three,
6874,3:41,1750,days,
6875,3:41,27,except,
6876,3:41,1273,(with) gestures.,
6877,3:41,1634,And remember,
6878,3:41,1219,your Lord,
6879,3:41,780,much,
6880,3:41,1438,and glorify (Him),
6881,3:41,168,in the evening,
6882,3:41,238,"and (in) the morning.""",
6883,3:42,78,And when,
6884,3:42,1205,said,
6885,3:42,968,the Angels,
6886,3:42,989,O Maryam!,
6887,3:42,51,Indeed,
6888,3:42,25,Allah,
6889,3:42,1326,(has) chosen you,
6890,3:42,1573,and purified you,
6891,3:42,1326,and chosen you,
6892,3:42,130,over,
6893,3:42,1103,(the) women,
6894,3:42,126,"(of) the worlds.""",
6895,3:43,989,O Maryam!,
6896,3:43,1164,Be obedient,
6897,3:43,1219,to your Lord,
6898,3:43,1464,and prostrate,
6899,3:43,1258,and bow down,
6900,3:43,937,with,
6901,3:43,1258,"those who bow down.""",
6902,3:44,1637,That,
6903,3:44,974,(is) from,
6904,3:44,1025,(the) news,
6905,3:44,489,(of) the unseen -,
6906,3:44,1675,We reveal it,
6907,3:44,36,to you.,
6908,3:44,933,And not,
6909,3:44,785,you were,
6910,3:44,879,with them,
6911,3:44,78,when,
6912,3:44,913,they cast,
6913,3:44,1155,their pens,
6914,3:44,96,(as to) which of them,
6915,3:44,741,takes charge (of),
6916,3:44,989,Maryam;,
6917,3:44,933,and not,
6918,3:44,785,you were,
6919,3:44,879,with them,
6920,3:44,78,when,
6921,3:44,836,they (were) disputing.,
6922,3:45,78,When,
6923,3:45,1205,said,
6924,3:45,968,the Angels,
6925,3:45,989,O Maryam!,
6926,3:45,51,Indeed,
6927,3:45,25,Allah,
6928,3:45,273,gives you glad tidings,
6929,3:45,754,of a word,
6930,3:45,974,from Him,
6931,3:45,1493,his name,
6932,3:45,994,(is) the Messiah,
6933,3:45,199,Isa,
6934,3:45,254,son,
6935,3:45,989,(of) Maryam,
6936,3:45,1679,honored,
6937,3:45,439,in,
6938,3:45,354,the world,
6939,3:45,21,and (in) the Hereafter,
6940,3:45,974,and of,
6941,3:45,1170,those brought near (to Allah).,
6942,3:46,754,And he will speak,
6943,3:46,1120,(to) the people,
6944,3:46,439,in,
6945,3:46,946,the cradle,
6946,3:46,746,and (in) maturity;,
6947,3:46,974,and (he will be) of,
6948,3:46,1337,"the righteous.""",
6949,3:47,1205,She said,
6950,3:47,1219,My Lord,
6951,3:47,53,how,
6952,3:47,785,is [it],
6953,3:47,865,for me,
6954,3:47,1686,a boy,
6955,3:47,900,and (has) not,
6956,3:47,997,touch(ed) me,
6957,3:47,273,"any man?""",
6958,3:47,1205,He said,
6959,3:47,1637,Thus,
6960,3:47,25,Allah,
6961,3:47,816,creates,
6962,3:47,933,what,
6963,3:47,1424,He wills.,
6964,3:47,79,When,
6965,3:47,1139,He decrees,
6966,3:47,43,a matter,
6967,3:47,52,then only,
6968,3:47,1205,He says,
6969,3:47,865,to it,
6970,3:47,785,Be,
6971,3:47,785,and it becomes.,
6972,3:48,126,And He will teach him,
6973,3:48,777,the Book,
6974,3:48,572,and [the] wisdom,
6975,3:48,1560,and the Taurat,
6976,3:48,1061,and the Injeel.,
6977,3:49,1283,And (make him) a Messenger,
6978,3:49,36,to,
6979,3:49,254,(the) Children,
6980,3:49,70,(of) Israel,
6981,3:49,51,Indeed I,
6982,3:49,1140,[surely],
6983,3:49,720,[I] (have) come (to) you,
6984,3:49,90,with a sign,
6985,3:49,974,from,
6986,3:49,1219,your Lord,
6987,3:49,51,that I,
6988,3:49,816,[I] design,
6989,3:49,865,for you,
6990,3:49,974,from,
6991,3:49,1601,[the] clay,
6992,3:49,540,like the form,
6993,3:49,1602,(of) the bird,
6994,3:49,1041,then I breath,
6995,3:49,439,into it,
6996,3:49,785,and it becomes,
6997,3:49,1602,a bird,
6998,3:49,80,by (the) permission,
6999,3:49,25,(of) Allah.,
7000,3:49,259,And I cure,
7001,3:49,758,the blind,
7002,3:49,268,and the leper,
7003,3:49,648,and I give life,
7004,3:49,1010,(to) the dead,
7005,3:49,80,by (the) permission,
7006,3:49,25,(of) Allah.,
7007,3:49,1025,And I inform you,
7008,3:49,251,of what,
7009,3:49,20,you eat,
7010,3:49,933,and what,
7011,3:49,1636,you store,
7012,3:49,439,in,
7013,3:49,298,your houses.,
7014,3:49,51,Indeed,
7015,3:49,439,in,
7016,3:49,1637,that,
7017,3:49,90,(is) surely a sign,
7018,3:49,865,for you,
7019,3:49,47,if,
7020,3:49,785,you are,
7021,3:49,42,believers.,
7022,3:50,1317,And confirming,
7023,3:50,901,that which,
7024,3:50,297,(was) before me,
7025,3:50,1732,(was) before me,
7026,3:50,974,of,
7027,3:50,1560,the Taurat,
7028,3:50,574,and so that I make lawful,
7029,3:50,865,for you,
7030,3:50,212,some,
7031,3:50,29,(of) that which,
7032,3:50,602,was forbidden,
7033,3:50,130,to you.,
7034,3:50,720,And I (have) come to you,
7035,3:50,90,with a sign,
7036,3:50,974,from,
7037,3:50,1219,your Lord.,
7038,3:50,1697,So fear,
7039,3:50,25,Allah,
7040,3:50,1593,and obey me.,
7041,3:51,51,Indeed,
7042,3:51,25,Allah,
7043,3:51,1219,(is) my Lord,
7044,3:51,1219,and your Lord,
7045,3:51,101,so worship Him.,
7046,3:51,500,This,
7047,3:51,1355,"(is) the straight path.""",
7048,3:51,1206,"(is) the straight path.""",
7049,3:52,904,Then when,
7050,3:52,622,perceived,
7051,3:52,199,Isa,
7052,3:52,974,from them,
7053,3:52,742,[the] disbelief,
7054,3:52,1205,he said,
7055,3:52,974,Who,
7056,3:52,1089,(will be) my helpers,
7057,3:52,36,to,
7058,3:52,25,"Allah.""",
7059,3:52,1205,Said,
7060,3:52,633,the disciples,
7061,3:52,1056,We,
7062,3:52,1089,(will be the) helpers,
7063,3:52,25,(of) Allah,
7064,3:52,42,we believe[d],
7065,3:52,25,in Allah,
7066,3:52,1381,and bear witness,
7067,3:52,51,that we,
7068,3:52,1481,(are) Muslims.,
7069,3:53,1219,Our Lord,
7070,3:53,42,we believe[d],
7071,3:53,251,in what,
7072,3:53,1128,You revealed,
7073,3:53,1542,and we follow[ed],
7074,3:53,1283,the Messenger,
7075,3:53,777,then write us,
7076,3:53,937,among,
7077,3:53,1381,"the witnesses.""",
7078,3:54,961,And they schemed,
7079,3:54,961,and Allah planned.,
7080,3:54,25,and Allah planned.,
7081,3:54,25,And Allah,
7082,3:54,861,(is the) best,
7083,3:54,961,(of) the planners.,
7084,3:55,78,When,
7085,3:55,1205,Allah said,
7086,3:55,25,Allah said,
7087,3:55,199,O Isa!,
7088,3:55,51,Indeed, I
7089,3:55,1668,(will) take you,
7090,3:55,1232,and raise you,
7091,3:55,36,to Myself,
7092,3:55,1573,and purify you,
7093,3:55,974,from,
7094,3:55,29,those who,
7095,3:55,742,disbelieve[d],
7096,3:55,655,and I will make,
7097,3:55,29,those who,
7098,3:55,1542,follow[ed] you,
7099,3:55,435,superior,
7100,3:55,29,(to) those who,
7101,3:55,742,disbelieve[d],
7102,3:55,36,on,
7103,3:55,1750,(the) Day,
7104,3:55,1206,(of) [the] Resurrection.,
7105,3:55,1613,Then,
7106,3:55,36,to Me,
7107,3:55,1250,(is) your return,
7108,3:55,572,and I will judge,
7109,3:55,297,between you,
7110,3:55,439,about what,
7111,3:55,785,you were,
7112,3:55,439,[in it],
7113,3:55,814,differing.,
7114,3:56,41,Then as for,
7115,3:56,29,those who,
7116,3:56,742,disbelieve[d],
7117,3:56,184,then I will punish them,
7118,3:56,184,(with) a punishment,
7119,3:56,1373,severe,
7120,3:56,439,in,
7121,3:56,354,the world,
7122,3:56,21,and (in) the Hereafter.,
7123,3:56,933,And not,
7124,3:56,865,for them,
7125,3:56,974,any,
7126,3:56,1089,helpers.,
7127,3:57,41,And as for,
7128,3:57,29,those who,
7129,3:57,42,believe[d],
7130,3:57,133,and did,
7131,3:57,1337,[the] righteous deeds,
7132,3:57,1668,then He will grant them in full,
7133,3:57,19,their reward.,
7134,3:57,25,And Allah,
7135,3:57,866,(does) not,
7136,3:57,551,love,
7137,3:57,1755,the wrongdoers.,
7138,3:58,1637,That,
7139,3:58,1550,(is what) We recite [it],
7140,3:58,130,to you,
7141,3:58,974,of,
7142,3:58,90,the Verses,
7143,3:58,1634,and the Reminder -,
7144,3:58,572,[the] Wise.,
7145,3:59,51,Indeed,
7146,3:59,1004,(the) likeness,
7147,3:59,199,(of) Isa,
7148,3:59,141,near,
7149,3:59,25,Allah,
7150,3:59,1004,(is) like (the) likeness,
7151,3:59,9,(of) Adam.,
7152,3:59,816,He created him,
7153,3:59,974,from,
7154,3:59,1554,dust,
7155,3:59,1613,then,
7156,3:59,1205,He said,
7157,3:59,865,to him,
7158,3:59,785,Be,
7159,3:59,785,and he was.,
7160,3:60,595,The truth,
7161,3:60,974,(is) from,
7162,3:60,1219,your Lord,
7163,3:60,866,so (do) not,
7164,3:60,785,be,
7165,3:60,974,among,
7166,3:60,988,the doubters.,
7167,3:61,974,Then whoever,
7168,3:61,569,argues (with) you,
7169,3:61,439,concerning it,
7170,3:61,974,after,
7171,3:61,213,after,
7172,3:61,933,what,
7173,3:61,720,came to you,
7174,3:61,974,of,
7175,3:61,126,the knowledge,
7176,3:61,1205,then say,
7177,3:61,129,Come,
7178,3:61,327,let us call,
7179,3:61,254,our sons,
7180,3:61,254,and your sons,
7181,3:61,1103,and our women,
7182,3:61,1103,and your women,
7183,3:61,1046,and ourselves,
7184,3:61,1046,and yourselves,
7185,3:61,1613,then,
7186,3:61,230,let us pray humbly,
7187,3:61,655,and [we] invoke,
7188,3:61,871,the curse,
7189,3:61,25,(of) Allah,
7190,3:61,130,on,
7191,3:61,781,the liars.,
7192,3:62,51,Indeed,
7193,3:62,500,this,
7194,3:62,534,surely it (is),
7195,3:62,1184,the narration -,
7196,3:62,595,[the] true.,
7197,3:62,933,And (there is) no god,
7198,3:62,974,And (there is) no god,
7199,3:62,25,And (there is) no god,
7200,3:62,27,except,
7201,3:62,25,Allah.,
7202,3:62,51,And indeed,
7203,3:62,25,Allah,
7204,3:62,534,surely He,
7205,3:62,207,(is) the All-Mighty,
7206,3:62,572,the All-Wise.,
7207,3:63,47,And if,
7208,3:63,1688,they turn back,
7209,3:63,51,then indeed,
7210,3:63,25,Allah,
7211,3:63,126,(is) All-Knowing,
7212,3:63,419,of the corrupters.,
7213,3:64,1205,Say,
7214,3:64,15,O People,
7215,3:64,777,(of) the Book!,
7216,3:64,129,Come,
7217,3:64,36,to,
7218,3:64,754,a word,
7219,3:64,1534,equitable,
7220,3:64,297,between us,
7221,3:64,297,and between you -,
7222,3:64,27,that not,
7223,3:64,101,we worship,
7224,3:64,27,except,
7225,3:64,25,Allah,
7226,3:64,866,and not,
7227,3:64,1407,we associate partners,
7228,3:64,208,with Him -,
7229,3:64,1424,anything,
7230,3:64,866,and not,
7231,3:64,22,take,
7232,3:64,212,some of us,
7233,3:64,212,(to) others,
7234,3:64,1219,(as) lords,
7235,3:64,974,"besides Allah.""",
7236,3:64,369,"besides Allah.""",
7237,3:64,25,"besides Allah.""",
7238,3:64,47,Then if,
7239,3:64,1688,they turn away,
7240,3:64,1205,then say,
7241,3:64,1381,Bear witness,
7242,3:64,51,that we,
7243,3:64,1481,"(are) Muslims.""",
7244,3:65,15,O People,
7245,3:65,777,(of) the Book!,
7246,3:65,900,Why,
7247,3:65,569,(do) you argue,
7248,3:65,439,concerning,
7249,3:65,5,Ibrahim,
7250,3:65,933,while not,
7251,3:65,1128,was revealed,
7252,3:65,1560,the Taurat,
7253,3:65,1061,and the Injeel,
7254,3:65,27,except,
7255,3:65,974,after him?,
7256,3:65,213,after him?,
7257,3:65,866,Then why don't,
7258,3:65,148,you use your intellect?,
7259,3:66,56,Here you are -,
7260,3:66,87,those who,
7261,3:66,569,argued,
7262,3:66,439,about what,
7263,3:66,865,[for] you,
7264,3:66,208,of it,
7265,3:66,126,(have some) knowledge.,
7266,3:66,900,Then why,
7267,3:66,569,(do) you argue,
7268,3:66,439,about what,
7269,3:66,928,not,
7270,3:66,865,for you,
7271,3:66,208,of it,
7272,3:66,126,(any) knowledge.,
7273,3:66,25,And Allah,
7274,3:66,126,knows,
7275,3:66,56,while you,
7276,3:66,866,(do) not,
7277,3:66,126,know.,
7278,3:67,933,Not,
7279,3:67,785,was,
7280,3:67,5,Ibrahim,
7281,3:67,1734,a Jew,
7282,3:67,866,and not,
7283,3:67,1089,a Christian,
7284,3:67,899,and but,
7285,3:67,785,he was,
7286,3:67,586,a true,
7287,3:67,1481,Muslim,
7288,3:67,933,and not,
7289,3:67,785,he was,
7290,3:67,974,from,
7291,3:67,1407,the polytheists.,
7292,3:68,51,Indeed,
7293,3:68,1688,the best people to claim relationship,
7294,3:68,1120,the best people to claim relationship,
7295,3:68,5,with Ibrahim,
7296,3:68,29,(are) those who,
7297,3:68,1542,follow,
7298,3:68,500,and this,
7299,3:68,1025,[the] Prophet,
7300,3:68,29,and those who,
7301,3:68,42,believe[d].,
7302,3:68,25,And Allah,
7303,3:68,1688,(is) a Guardian,
7304,3:68,42,(of) the believers.,
7305,3:69,1661,Wished,
7306,3:69,1595,a group,
7307,3:69,974,from,
7308,3:69,15,(the) People,
7309,3:69,777,(of) the Book,
7310,3:69,917,if,
7311,3:69,311,they could lead you astray,
7312,3:69,933,and not,
7313,3:69,311,they lead astray,
7314,3:69,27,except,
7315,3:69,1046,themselves,
7316,3:69,933,and not,
7317,3:69,1371,they perceive.,
7318,3:70,15,O People,
7319,3:70,777,(of) the Book!,
7320,3:70,900,Why do,
7321,3:70,742,you deny,
7322,3:70,90,[in] the Signs,
7323,3:70,25,(of) Allah,
7324,3:70,56,while you,
7325,3:70,1381,bear witness?,
7326,3:71,15,O People,
7327,3:71,777,(of) the Book!,
7328,3:71,900,Why,
7329,3:71,875,do you mix,
7330,3:71,595,the truth,
7331,3:71,284,with the falsehood,
7332,3:71,778,and conceal,
7333,3:71,595,the truth,
7334,3:71,56,while you,
7335,3:71,126,know?,
7336,3:72,1205,And said,
7337,3:72,1595,a group,
7338,3:72,974,of,
7339,3:72,15,(the) People,
7340,3:72,777,(of) the Book,
7341,3:72,42,Believe,
7342,3:72,29,in what,
7343,3:72,1128,was revealed,
7344,3:72,130,on,
7345,3:72,29,those who,
7346,3:72,42,believe[d],
7347,3:72,1679,(at the) beginning,
7348,3:72,1052,(of) the day,
7349,3:72,742,and reject,
7350,3:72,21,(at) its end,
7351,3:72,870,perhaps they may,
7352,3:72,1250,return.,
7353,3:73,866,And (do) not,
7354,3:73,42,believe,
7355,3:73,27,except,
7356,3:73,974,(the one) who,
7357,3:73,1542,follows,
7358,3:73,371,"your religion.""",
7359,3:73,1205,Say,
7360,3:73,51,Indeed,
7361,3:73,507,the (true) guidance,
7362,3:73,507,(is the) Guidance of Allah -,
7363,3:73,25,(is the) Guidance of Allah -,
7364,3:73,47,lest,
7365,3:73,73,is given,
7366,3:73,16,(to) one -,
7367,3:73,1004,(the) like,
7368,3:73,933,(of) what,
7369,3:73,73,was given to you,
7370,3:73,82,or,
7371,3:73,569,they may argue with you,
7372,3:73,141,near,
7373,3:73,1219,"your Lord.""",
7374,3:73,1205,Say,
7375,3:73,51,Indeed,
7376,3:73,377,the Bounty,
7377,3:73,1732,(is) in the Hand of Allah.,
7378,3:73,25,(is) in the Hand of Allah.,
7379,3:73,73,He gives it,
7380,3:73,974,(to) whom,
7381,3:73,1424,He wills,
7382,3:73,25,and Allah,
7383,3:73,1708,(is) All-Encompassing,
7384,3:73,126,"All-Knowing.""",
7385,3:74,837,He chooses,
7386,3:74,1248,for His Mercy,
7387,3:74,974,whom,
7388,3:74,1424,He wills.,
7389,3:74,25,And Allah,
7390,3:74,1646,(is) the Possessor of Bounty -,
7391,3:74,377,(is) the Possessor of Bounty -,
7392,3:74,201,[the] great.,
7393,3:75,974,And from,
7394,3:75,15,(the) People,
7395,3:75,777,(of) the Book,
7396,3:75,974,(is he) who,
7397,3:75,47,if,
7398,3:75,42,you entrust him,
7399,3:75,1199,with a great amount of wealth,
7400,3:75,10,he will return it,
7401,3:75,36,to you.,
7402,3:75,974,And from them,
7403,3:75,974,(is he) who,
7404,3:75,47,if,
7405,3:75,42,you entrust him,
7406,3:75,353,with a single coin,
7407,3:75,866,not,
7408,3:75,10,he will return it,
7409,3:75,36,to you,
7410,3:75,27,except,
7411,3:75,933,you keep constantly,
7412,3:75,368,you keep constantly,
7413,3:75,130,over him,
7414,3:75,1206,standing.,
7415,3:75,1637,That,
7416,3:75,51,(is) because they,
7417,3:75,1205,said,
7418,3:75,928,Not,
7419,3:75,130,on us,
7420,3:75,439,concerning the unlettered people,
7421,3:75,40,concerning the unlettered people,
7422,3:75,1439,"any [way] (accountability).""",
7423,3:75,1205,And they say,
7424,3:75,130,about,
7425,3:75,25,Allah,
7426,3:75,781,the lie,
7427,3:75,516,while they,
7428,3:75,126,know.,
7429,3:76,249,Nay,
7430,3:76,974,whoever,
7431,3:76,1668,fulfills,
7432,3:76,118,his covenant,
7433,3:76,1697,and fears (Allah),
7434,3:76,51,then indeed,
7435,3:76,25,Allah,
7436,3:76,551,loves,
7437,3:76,1697,those who fear (Him).,
7438,3:77,51,Indeed,
7439,3:77,29,those who,
7440,3:77,1412,exchange,
7441,3:77,118,(the) Covenant,
7442,3:77,25,(of) Allah,
7443,3:77,1737,and their oaths,
7444,3:77,1614,(for) a price,
7445,3:77,1154,little,
7446,3:77,87,those -,
7447,3:77,866,no,
7448,3:77,816,share,
7449,3:77,865,for them,
7450,3:77,439,in,
7451,3:77,21,the Hereafter,
7452,3:77,866,and not,
7453,3:77,754,will Allah speak to them,
7454,3:77,25,will Allah speak to them,
7455,3:77,866,and not,
7456,3:77,1124,look,
7457,3:77,36,at them,
7458,3:77,1750,(on the) Day,
7459,3:77,1206,(of) the Resurrection,
7460,3:77,866,and not,
7461,3:77,1773,purify them,
7462,3:77,865,and for them,
7463,3:77,184,(is) a punishment,
7464,3:77,30,painful.,
7465,3:78,51,And indeed,
7466,3:78,974,among them,
7467,3:78,408,surely (is) a group -,
7468,3:78,925,they distort,
7469,3:78,914,their tongues,
7470,3:78,777,in (reciting) the Book,
7471,3:78,617,so that you may think it,
7472,3:78,974,(is) from,
7473,3:78,777,the Book,
7474,3:78,933,and not,
7475,3:78,534,it,
7476,3:78,974,(is) from,
7477,3:78,777,the Book.,
7478,3:78,1205,And they say,
7479,3:78,534,It,
7480,3:78,974,"(is) from Allah.""",
7481,3:78,141,"(is) from Allah.""",
7482,3:78,25,"(is) from Allah.""",
7483,3:78,933,But not,
7484,3:78,534,it,
7485,3:78,974,(is) from Allah.,
7486,3:78,141,(is) from Allah.,
7487,3:78,25,(is) from Allah.,
7488,3:78,1205,And they say,
7489,3:78,130,about,
7490,3:78,25,Allah,
7491,3:78,781,the lie,
7492,3:78,516,while they,
7493,3:78,126,know.,
7494,3:79,933,Not,
7495,3:79,785,is,
7496,3:79,273,for a human,
7497,3:79,47,that,
7498,3:79,73,Allah gives him,
7499,3:79,25,Allah gives him,
7500,3:79,777,the Book,
7501,3:79,572,and the wisdom,
7502,3:79,1025,and the Prophethood,
7503,3:79,1613,then,
7504,3:79,1205,he says,
7505,3:79,1120,to the people,
7506,3:79,785,Be,
7507,3:79,101,worshippers,
7508,3:79,865,of me,
7509,3:79,974,besides Allah,
7510,3:79,369,besides Allah,
7511,3:79,25,besides Allah,
7512,3:79,899,but (would say),
7513,3:79,785,Be,
7514,3:79,1219,worshippers of the Lord,
7515,3:79,251,because,
7516,3:79,785,you have been,
7517,3:79,126,teaching,
7518,3:79,777,the Book,
7519,3:79,251,and because,
7520,3:79,785,you have been,
7521,3:79,360,"studying (it).""",
7522,3:80,866,And not,
7523,3:80,43,he will order you,
7524,3:80,47,that,
7525,3:80,22,you take,
7526,3:80,968,the Angels,
7527,3:80,1025,and the Prophets,
7528,3:80,1219,(as) lords.,
7529,3:80,43,Would he order you,
7530,3:80,742,to [the] disbelief,
7531,3:80,213,after,
7532,3:80,78,[when],
7533,3:80,56,you (have become),
7534,3:80,1481,Muslims?,
7535,3:81,78,And when,
7536,3:81,22,Allah took,
7537,3:81,25,Allah took,
7538,3:81,1722,covenant,
7539,3:81,1025,(of) the Prophets,
7540,3:81,901,Certainly whatever,
7541,3:81,73,I (have) given you,
7542,3:81,974,of,
7543,3:81,777,(the) Book,
7544,3:81,572,and wisdom,
7545,3:81,1613,then,
7546,3:81,720,comes to you,
7547,3:81,1283,a Messenger,
7548,3:81,1317,confirming,
7549,3:81,901,that which,
7550,3:81,937,(is) with you,
7551,3:81,42,you must believe,
7552,3:81,208,in him,
7553,3:81,1089,"and you must help him.""",
7554,3:81,1205,He said,
7555,3:81,1176,Do you affirm,
7556,3:81,22,and take,
7557,3:81,130,on,
7558,3:81,1637,that (condition),
7559,3:81,65,My,
7560,3:81,1205,They said,
7561,3:81,1176,We affirm.,
7562,3:81,1205,He said,
7563,3:81,1381,Then bear witness,
7564,3:81,48,and I (am),
7565,3:81,937,with you,
7566,3:81,974,among,
7567,3:81,1381,"the witnesses.""",
7568,3:82,974,Then whoever,
7569,3:82,1688,turns away,
7570,3:82,213,after,
7571,3:82,1637,that,
7572,3:82,87,then those,
7573,3:82,516,they,
7574,3:82,421,(are) the defiantly disobedient.,
7575,3:83,491,So is (it) other than,
7576,3:83,371,(the) religion,
7577,3:83,25,(of) Allah,
7578,3:83,228,they seek?,
7579,3:83,865,While to Him,
7580,3:83,1481,(have) submitted,
7581,3:83,974,whatever,
7582,3:83,439,(is) in,
7583,3:83,1493,the heavens,
7584,3:83,61,and the earth,
7585,3:83,1593,willingly,
7586,3:83,766,or unwillingly,
7587,3:83,36,and towards Him,
7588,3:83,1250,they will be returned.,
7589,3:84,1205,Say,
7590,3:84,42,We believed,
7591,3:84,25,in Allah,
7592,3:84,933,and what,
7593,3:84,1128,(is) revealed,
7594,3:84,130,on us,
7595,3:84,933,and what,
7596,3:84,1128,was revealed,
7597,3:84,130,on,
7598,3:84,5,Ibrahim,
7599,3:84,68,and Ismail,
7600,3:84,1461,and Ishaq,
7601,3:84,1730,and Yaqub,
7602,3:84,1442,and the descendents,
7603,3:84,933,and what,
7604,3:84,73,was given,
7605,3:84,1009,(to) Musa,
7606,3:84,199,and Isa,
7607,3:84,1025,and the Prophets,
7608,3:84,974,from,
7609,3:84,1219,their Lord.,
7610,3:84,866,Not,
7611,3:84,408,we make distinction,
7612,3:84,297,between,
7613,3:84,16,any,
7614,3:84,974,of them,
7615,3:84,1056,and we,
7616,3:84,865,to Him,
7617,3:84,1481,(are) submissive.,
7618,3:85,974,And whoever,
7619,3:85,228,seeks,
7620,3:85,491,other than,
7621,3:85,1481,[the] Islam,
7622,3:85,371,(as) religion,
7623,3:85,907,then never,
7624,3:85,1134,will be accepted,
7625,3:85,974,from,
7626,3:85,534,and he,
7627,3:85,439,in,
7628,3:85,21,the Hereafter,
7629,3:85,974,(will be) from,
7630,3:85,843,the losers.,
7631,3:86,790,How,
7632,3:86,507,(shall) Allah guide,
7633,3:86,25,(shall) Allah guide,
7634,3:86,1206,a people,
7635,3:86,742,(who) disbelieved,
7636,3:86,213,after,
7637,3:86,42,their belief,
7638,3:86,1381,and (had) witnessed,
7639,3:86,51,that,
7640,3:86,1283,the Messenger,
7641,3:86,595,(is) true,
7642,3:86,720,and came to them,
7643,3:86,297,the clear proofs?,
7644,3:86,25,And Allah,
7645,3:86,866,(does) not,
7646,3:86,507,guide,
7647,3:86,1206,the people,
7648,3:86,1755,[the] wrongdoers.,
7649,3:87,87,Those -,
7650,3:87,725,their recompense,
7651,3:87,51,that,
7652,3:87,130,on them,
7653,3:87,871,(is the) curse,
7654,3:87,25,(of) Allah,
7655,3:87,968,and the Angels,
7656,3:87,1120,and the people,
7657,3:87,683,all together.,
7658,3:88,813,(They will) abide forever,
7659,3:88,439,in it.,
7660,3:88,866,Not,
7661,3:88,809,will be lightened,
7662,3:88,139,for them,
7663,3:88,184,the punishment,
7664,3:88,866,and not,
7665,3:88,516,they,
7666,3:88,1124,will be reprieved.,
7667,3:89,27,Except,
7668,3:89,29,those who,
7669,3:89,1558,repent,
7670,3:89,974,after,
7671,3:89,213,after,
7672,3:89,1637,that,
7673,3:89,1337,and reform[ed] themselves.,
7674,3:89,51,Then indeed,
7675,3:89,25,Allah,
7676,3:89,454,(is) Oft-Forgiving,
7677,3:89,1248,Most Merciful.,
7678,3:90,51,Indeed,
7679,3:90,29,those who,
7680,3:90,742,disbelieved,
7681,3:90,213,after,
7682,3:90,42,their belief,
7683,3:90,1613,then,
7684,3:90,1795,they increased,
7685,3:90,742,(in) disbelief,
7686,3:90,907,never,
7687,3:90,1134,will be accepted,
7688,3:90,1558,their repentance,
7689,3:90,87,and those -,
7690,3:90,516,they,
7691,3:90,311,(are) those who have gone astray.,
7692,3:91,51,Indeed,
7693,3:91,29,those who,
7694,3:91,742,disbelieve[d],
7695,3:91,1010,and died,
7696,3:91,516,while they,
7697,3:91,742,(are) disbelievers,
7698,3:91,907,then never,
7699,3:91,1134,will be accepted,
7700,3:91,974,from,
7701,3:91,16,any one of them,
7702,3:91,966,earth full,
7703,3:91,61,earth full,
7704,3:91,1632,(of) gold,
7705,3:91,917,[and] (even) if,
7706,3:91,379,he offered it as ransom.,
7707,3:91,208,he offered it as ransom.,
7708,3:91,87,Those -,
