ID_Word,ID_Aya,idRacine,englishWord
10725,04:46,29,those who
10726,04:46,535,are Jews
10727,04:46,599,they distort
10728,04:46,754,the words
10729,04:46,139,from
10730,04:46,1658,their places
10731,04:46,1205,and they say
10732,04:46,1487,"""We hear[d]"
10733,04:46,166,"and we disobey[ed]"""
10734,04:46,1487,"and ""Hear"
10735,04:46,491,not
10736,04:46,1487,to be heard
10737,04:46,1217,"and ""Raina"""
10738,04:46,925,twisting
10739,04:46,914,[with] their tongues
10740,04:46,1564,and defaming
10741,04:46,439,[in]
10742,04:46,371,the religion.
10743,04:46,917,And if
10744,04:46,51,[that] they
10745,04:46,1205,(had) said
10746,04:46,1487,"""We hear[d]"
10747,04:46,1593,"and we obey[ed]"""
10748,04:46,1487,"and ""Hear"
10749,04:46,1124,and look (at) us
10750,04:46,785,surely it (would) have been
10751,04:46,861,better
10752,04:46,865,for them
10753,04:46,1206,and more suitable.
10754,04:46,899,[And] but
10755,04:46,871,Allah cursed them
10756,04:46,25,Allah cursed them
10757,04:46,742,for their disbelief
10758,04:46,866,so not
10759,04:46,42,they believe
10760,04:46,27,except
10761,04:46,1154,a few.
10762,04:47,96,O you
10763,04:47,29,who
10764,04:47,73,(have) been given
10765,04:47,777,the Book
10766,04:47,42,believe
10767,04:47,251,in what
10768,04:47,1128,We (have) revealed
10769,04:47,1317,confirming
10770,04:47,901,what is
10771,04:47,937,with you
10772,04:47,974,before
10773,04:47,1134,before
10774,04:47,47,[that]
10775,04:47,1584,We efface
10776,04:47,1679,faces
10777,04:47,1228,and turn them
10778,04:47,130,on
10779,04:47,329,their backs
10780,04:47,82,or
10781,04:47,871,We curse them
10782,04:47,757,as
10783,04:47,871,We cursed
10784,04:47,1330,companions
10785,04:47,1441,(of) the Sabbath.
10786,04:47,785,And is
10787,04:47,43,(the) command of Allah
10788,04:47,25,(the) command of Allah
10789,04:47,374,(always) executed.
10790,04:48,51,Indeed
10791,04:48,25,Allah
10792,04:48,866,(does) not
10793,04:48,454,forgive
10794,04:48,47,that
10795,04:48,1407,partners be associated
10796,04:48,208,with Him
10797,04:48,454,but He forgives
10798,04:48,933,other than
10799,04:48,369,other than
10800,04:48,1637,that
10801,04:48,974,for whom
10802,04:48,1424,He wills.
10803,04:48,974,And whoever
10804,04:48,1407,associates partners
10805,04:48,25,with Allah
10806,04:48,1140,then surely
10807,04:48,414,he has fabricated
10808,04:48,75,a sin -
10809,04:48,201,tremendous.
10810,04:49,900,Do not
10811,04:49,1214,you see
10812,04:49,36,[towards]
10813,04:49,29,those who
10814,04:49,1773,claim purity
10815,04:49,1046,(for) themselves?
10816,04:49,243,Nay
10817,04:49,25,(it is) Allah
10818,04:49,1773,He purifies
10819,04:49,974,whom
10820,04:49,1424,He wills
10821,04:49,866,and not
10822,04:49,1755,they will be wronged
10823,04:49,425,(even as much as) a hair on a date-seed.
10824,04:50,1124,See
10825,04:50,790,how
10826,04:50,414,they invent
10827,04:50,130,about
10828,04:50,25,Allah
10829,04:50,781,[the] lie
10830,04:50,744,and sufficient
10831,04:50,208,is it -
10832,04:50,75,(as) a sin
10833,04:50,297,manifest.
10834,04:51,900,Do not
10835,04:51,1214,you see
10836,04:51,36,[towards]
10837,04:51,29,those who
10838,04:51,73,were given
10839,04:51,1086,a portion
10840,04:51,974,of
10841,04:51,777,the Book?
10842,04:51,42,They believe
10843,04:51,661,in the superstition
10844,04:51,1571,and the false deities
10845,04:51,1205,and they say
10846,04:51,29,for those who
10847,04:51,742,disbelieve[d]
10848,04:51,87,"""These"
10849,04:51,507,(are) better guided
10850,04:51,974,than
10851,04:51,29,those who
10852,04:51,42,believe[d]
10853,04:51,1439,(as to the) way.
10854,04:52,87,Those
10855,04:52,29,(are) the ones
10856,04:52,871,(whom) Allah (has) cursed
10857,04:52,25,(whom) Allah (has) cursed
10858,04:52,974,and whoever
10859,04:52,871,Allah curses
10860,04:52,25,Allah curses
10861,04:52,907,then never
10862,04:52,1677,will you find
10863,04:52,865,for him
10864,04:52,1089,(any) helper.
10865,04:53,37,Or
10866,04:53,865,for them
10867,04:53,1086,(is) a share
10868,04:53,974,of
10869,04:53,968,the Kingdom?
10870,04:53,79,Then
10871,04:53,866,they would not give
10872,04:53,73,they would not give
10873,04:53,1120,the people
10874,04:53,1083,(even as much as the) speck on a date seed.
10875,04:54,37,Or
10876,04:54,618,are they jealous
10877,04:54,1120,(of) the people
10878,04:54,130,for
10879,04:54,933,what
10880,04:54,73,Allah gave them
10881,04:54,25,Allah gave them
10882,04:54,974,from
10883,04:54,377,His Bounty?
10884,04:54,1140,But surely
10885,04:54,73,We gave
10886,04:54,86,(the) family
10887,04:54,5,(of) Ibrahim
10888,04:54,777,the Book
10889,04:54,572,and [the] wisdom
10890,04:54,73,and [We] gave them
10891,04:54,968,a kingdom
10892,04:54,201,great.
10893,04:55,974,Then of them
10894,04:55,974,(are some) who
10895,04:55,42,believed
10896,04:55,208,in him
10897,04:55,974,and of them
10898,04:55,974,(are some) who
10899,04:55,1315,turned away
10900,04:55,139,from
10901,04:55,744,and sufficient
10902,04:55,672,(is) Hell
10903,04:55,1432,(as a) Blazing Fire.
10904,04:56,51,Indeed
10905,04:56,29,those who
10906,04:56,742,disbelieved
10907,04:56,90,in Our Signs
10908,04:56,1526,soon
10909,04:56,1340,We will burn them
10910,04:56,1117,(in) a Fire.
10911,04:56,753,Every time
10912,04:56,1032,are roasted
10913,04:56,678,their skins
10914,04:56,221,We will change their
10915,04:56,678,skins
10916,04:56,491,for other (than) that
10917,04:56,1648,so that they may
10918,04:56,184,the punishment.
10919,04:56,51,Indeed
10920,04:56,25,Allah
10921,04:56,785,is
10922,04:56,207,All-Mighty
10923,04:56,572,All-Wise.
10924,04:57,29,And those who
10925,04:57,42,believe[d]
10926,04:57,133,and did
10927,04:57,1337,the good deeds
10928,04:57,342,We will admit them
10929,04:57,693,(in) Gardens
10930,04:57,701,flows
10931,04:57,974,from
10932,04:57,1546,underneath it
10933,04:57,1052,the rivers
10934,04:57,813,will abide
10935,04:57,439,in it
10936,04:57,2,forever.
10937,04:57,865,For them
10938,04:57,439,in it
10939,04:57,1792,(are) spouses
10940,04:57,1573,pure
10941,04:57,342,and We will admit them
10942,04:57,1754,(in the) shade
10943,04:57,1754,thick.
10944,04:58,51,Indeed
10945,04:58,25,Allah orders you
10946,04:58,43,Allah orders you
10947,04:58,47,to
10948,04:58,10,render
10949,04:58,42,the trusts
10950,04:58,36,to
10951,04:58,15,their owners
10952,04:58,79,and when
10953,04:58,572,you judge
10954,04:58,297,between
10955,04:58,1120,the people
10956,04:58,47,to
10957,04:58,572,judge
10958,04:58,111,with justice.
10959,04:58,51,Indeed
10960,04:58,25,Allah
10961,04:58,1022,excellently
10962,04:58,1654,advises you
10963,04:58,208,with it.
10964,04:58,51,Indeed
10965,04:58,25,Allah
10966,04:58,785,is
10967,04:58,1487,All-Hearing
10968,04:58,272,All-Seeing.
10969,04:59,96,O you
10970,04:59,29,who
10971,04:59,42,believe[d]!
10972,04:59,1593,Obey
10973,04:59,25,Allah
10974,04:59,1593,and obey
10975,04:59,1283,the Messenger
10976,04:59,86,and those having authority
10977,04:59,43,and those having authority
10978,04:59,974,among you.
10979,04:59,47,Then if
10980,04:59,1125,you disagree
10981,04:59,439,in
10982,04:59,1424,anything
10983,04:59,1228,refer it
10984,04:59,36,to
10985,04:59,25,Allah
10986,04:59,1283,and the Messenger
10987,04:59,47,if
10988,04:59,785,you
10989,04:59,42,believe
10990,04:59,25,in Allah
10991,04:59,1750,and the Day
10992,04:59,21,[the] Last.
10993,04:59,1637,That
10994,04:59,861,(is) best
10995,04:59,620,and more suitable
10996,04:59,86,(for final) determination.
10997,0.208333333,900,Do you not see
10998,0.208333333,1214,Do you not see
10999,0.208333333,36,[towards]
11000,0.208333333,29,those who
11001,0.208333333,1758,claim
11002,0.208333333,51,that they
11003,0.208333333,42,believe
11004,0.208333333,251,in what
11005,0.208333333,1128,(is) revealed
11006,0.208333333,36,to you
11007,0.208333333,933,and what
11008,0.208333333,1128,was revealed
11009,0.208333333,974,before you?
11010,0.208333333,1134,before you?
11011,0.208333333,1293,They wish
11012,0.208333333,47,to
11013,0.208333333,572,go for judgment
11014,0.208333333,36,to
11015,0.208333333,1571,the false deities
11016,0.208333333,1140,and surely
11017,0.208333333,43,they were ordered
11018,0.208333333,47,to
11019,0.208333333,742,reject
11020,0.208333333,208,[with] it.
11021,0.208333333,1293,And the Shaitaan wishes
11022,0.208333333,1416,And the Shaitaan wishes
11023,0.208333333,47,to
11024,0.208333333,311,mislead them
11025,0.208333333,311,astray -
11026,0.208333333,213,far away.
11027,0.209027778,79,And when
11028,0.209027778,1205,it is said
11029,0.209027778,865,to them
11030,0.209027778,129,"""Come"
11031,0.209027778,36,to
11032,0.209027778,933,what
11033,0.209027778,1128,Allah (has) revealed
11034,0.209027778,25,Allah (has) revealed
11035,0.209027778,36,and to
11036,0.209027778,1283,"the Messenger"""
11037,0.209027778,1214,you see
11038,0.209027778,1043,the hypocrites
11039,0.209027778,1315,turning away
11040,0.209027778,139,from you
11041,0.209027778,1315,(in) aversion.
11042,0.209722222,790,So how
11043,0.209722222,79,when
11044,0.209722222,1357,befalls them
11045,0.209722222,1357,disaster
11046,0.209722222,251,for what
11047,0.209722222,1143,sent forth
11048,0.209722222,1732,their hands
11049,0.209722222,1613,then
11050,0.209722222,720,they come to you
11051,0.209722222,573,swearing
11052,0.209722222,25,by Allah
11053,0.209722222,47,"""Not"
11054,0.209722222,1293,we intended
11055,0.209722222,27,except
11056,0.209722222,620,good
11057,0.209722222,1666,"and reconciliation."""
11058,0.210416667,87,Those
11059,0.210416667,29,(are) the ones who -
11060,0.210416667,126,Allah knows
11061,0.210416667,25,Allah knows
11062,0.210416667,933,what
11063,0.210416667,439,(is) in
11064,0.210416667,1152,their hearts
11065,0.210416667,152,so turn away
11066,0.210416667,139,from them
11067,0.210416667,1654,and admonish them
11068,0.210416667,1205,and say
11069,0.210416667,865,to them
11070,0.210416667,439,concerning
11071,0.210416667,1046,their souls
11072,0.210416667,1205,a word
11073,0.210416667,246,penetrating.
11074,0.211111111,933,And not We sent
11075,0.211111111,1283,And not We sent
11076,0.211111111,974,any Messenger
11077,0.211111111,1283,any Messenger
11078,0.211111111,27,except
11079,0.211111111,1593,to be obeyed
11080,0.211111111,80,by (the) permission of Allah.
11081,0.211111111,25,by (the) permission of Allah.
11082,0.211111111,917,And if
11083,0.211111111,51,[that] they
11084,0.211111111,78,when
11085,0.211111111,1755,they wronged
11086,0.211111111,1046,themselves
11087,0.211111111,720,(had) come to you
11088,0.211111111,454,and asked forgiveness
11089,0.211111111,25,(of) Allah
11090,0.211111111,454,and asked forgiveness
11091,0.211111111,865,for them
11092,0.211111111,1283,the Messenger
11093,0.211111111,1677,surely they would have found
11094,0.211111111,25,Allah
11095,0.211111111,1558,Oft-Forgiving
11096,0.211111111,1248,Most Merciful.
11097,0.211805556,866,But no
11098,0.211805556,1219,by your Lord
11099,0.211805556,866,they will not believe
11100,0.211805556,42,they will not believe
11101,0.211805556,624,until
11102,0.211805556,572,they make you judge
11103,0.211805556,439,about what
11104,0.211805556,1388,arises
11105,0.211805556,297,between them
11106,0.211805556,1613,then
11107,0.211805556,866,not
11108,0.211805556,1677,they find
11109,0.211805556,439,in
11110,0.211805556,1046,themselves
11111,0.211805556,600,any discomfort
11112,0.211805556,973,about what
11113,0.211805556,1139,you (have) decided
11114,0.211805556,1481,and submit
11115,0.211805556,1481,(in full) submission.
11116,0.2125,917,And if
11117,0.2125,51,[that] We
11118,0.2125,777,(had) decreed
11119,0.2125,130,on them
11120,0.2125,47,that
11121,0.2125,1193,"""Kill"
11122,0.2125,1046,"yourselves"""
11123,0.2125,82,or
11124,0.2125,830,"""Go forth"
11125,0.2125,974,from
11126,0.2125,370,"your homes"""
11127,0.2125,933,not
11128,0.2125,374,they would have done it
11129,0.2125,27,except
11130,0.2125,1154,a few
11131,0.2125,974,of them.
11132,0.2125,917,But if
11133,0.2125,51,[that] they
11134,0.2125,374,had done
11135,0.2125,933,what
11136,0.2125,1654,they were advised
11137,0.2125,208,with [it]
11138,0.2125,785,surely (it) would have been
11139,0.2125,861,better
11140,0.2125,865,for them
11141,0.2125,1373,and stronger
11142,0.2125,1605,strengthen(ing).
11143,0.213194444,79,And then
11144,0.213194444,73,We would (have) given them
11145,0.213194444,974,from
11146,0.213194444,878,Ourselves
11147,0.213194444,19,a great reward.
11148,0.213194444,201,a great reward.
11149,0.213888889,507,And We would have guided them
11150,0.213888889,1355,(to the) straight way.
11151,0.213888889,1206,(to the) straight way.
11152,0.214583333,974,And whoever
11153,0.214583333,1593,obeys
11154,0.214583333,25,Allah
11155,0.214583333,1283,and the Messenger
11156,0.214583333,87,then those
11157,0.214583333,937,(will be) with
11158,0.214583333,29,those whom
11159,0.214583333,1022,Allah has bestowed (His) Favor
11160,0.214583333,25,Allah has bestowed (His) Favor
11161,0.214583333,130,upon them -
11162,0.214583333,974,of
11163,0.214583333,1025,the Prophets
11164,0.214583333,1317,and the truthful
11165,0.214583333,1381,and the martyrs
11166,0.214583333,1337,and the righteous.
11167,0.214583333,620,And excellent
11168,0.214583333,87,(are) those
11169,0.214583333,1234,companion(s).
11170,0.215277778,1637,That
11171,0.215277778,377,(is) the Bounty
11172,0.215277778,974,of
11173,0.215277778,25,Allah
11174,0.215277778,744,and Allah is sufficient
11175,0.215277778,25,and Allah is sufficient
11176,0.215277778,126,(as) All-Knower.
11177,0.215972222,96,O you
11178,0.215972222,29,who
11179,0.215972222,42,believe[d]!
11180,0.215972222,22,Take
11181,0.215972222,629,your precautions
11182,0.215972222,1044,and advance
11183,0.215972222,1607,(in) groups
11184,0.215972222,82,or
11185,0.215972222,1044,advance
11186,0.215972222,683,all together.
11187,0.216666667,51,And indeed
11188,0.216666667,974,among you
11189,0.216666667,974,(is he) who
11190,0.216666667,283,lags behind
11191,0.216666667,47,then if
11192,0.216666667,1357,befalls you
11193,0.216666667,1357,a disaster
11194,0.216666667,1205,he said
11195,0.216666667,1140,"""Verily"
11196,0.216666667,1022,Allah (has) favored
11197,0.216666667,25,Allah (has) favored
11198,0.216666667,130,[on] me
11199,0.216666667,78,[when]
11200,0.216666667,900,(that) not
11201,0.216666667,785,I was
11202,0.216666667,937,"present with them."""
11203,0.216666667,1381,"present with them."""
11204,0.217361111,868,And if
11205,0.217361111,1357,befalls you
11206,0.217361111,377,bounty
11207,0.217361111,974,from
11208,0.217361111,25,Allah
11209,0.217361111,1205,he would surely say
11210,0.217361111,726,as if
11211,0.217361111,900,(had) not
11212,0.217361111,785,there been
11213,0.217361111,297,between you
11214,0.217361111,297,and between him
11215,0.217361111,1661,any affection
11216,0.217361111,929,"""Oh! I wish"
11217,0.217361111,785,I had been
11218,0.217361111,937,with them
11219,0.217361111,438,then I would have attained
11220,0.217361111,438,a success
11221,0.217361111,201,"great."""
11222,0.218055556,1193,So let fight
11223,0.218055556,439,in
11224,0.218055556,1439,(the) way
11225,0.218055556,25,(of) Allah
11226,0.218055556,29,those who
11227,0.218055556,1412,sell
11228,0.218055556,648,the life
11229,0.218055556,354,(of) the world
11230,0.218055556,21,for the Hereafter.
11231,0.218055556,974,And whoever
11232,0.218055556,1193,fights
11233,0.218055556,439,in
11234,0.218055556,1439,(the) way
11235,0.218055556,25,(of) Allah
11236,0.218055556,1193,then he is killed
11237,0.218055556,82,or
11238,0.218055556,455,achieves victory
11239,0.218055556,1526,then soon
11240,0.218055556,73,We will grant him
11241,0.218055556,19,a reward
11242,0.218055556,201,a great.
11243,0.21875,933,And what
11244,0.21875,865,for you
11245,0.21875,866,(that) not
11246,0.21875,1193,you fight
11247,0.21875,439,in
11248,0.21875,1439,(the) way
11249,0.21875,25,(of) Allah
11250,0.21875,301,and (for) those who are weak
11251,0.21875,974,among
11252,0.21875,1253,the men
11253,0.21875,1103,and the women
11254,0.21875,1686,and the children
11255,0.21875,29,those who
11256,0.21875,1205,say
11257,0.21875,1219,"""Our Lord"
11258,0.21875,830,take us out
11259,0.21875,974,of
11260,0.21875,500,this
11261,0.21875,1179,[the] town
11262,0.21875,1755,[the] oppressor(s)
11263,0.21875,15,(are) its people
11264,0.21875,655,and appoint
11265,0.21875,865,for us
11266,0.21875,974,from
11267,0.21875,878,Yourself
11268,0.21875,1688,a protector
11269,0.21875,655,and appoint
11270,0.21875,865,for us
11271,0.21875,974,from
11272,0.21875,878,Yourself
11273,0.21875,1089,a helper.
11274,0.219444444,29,Those who
11275,0.219444444,42,believe
11276,0.219444444,1193,they fight
11277,0.219444444,439,in
11278,0.219444444,1439,(the) way
11279,0.219444444,25,(of) Allah;
11280,0.219444444,29,and those
11281,0.219444444,742,who disbelieve
11282,0.219444444,1193,they fight
11283,0.219444444,439,in
11284,0.219444444,1439,(the) way
11285,0.219444444,1571,(of) the false deities.
11286,0.219444444,1193,So fight (against)
11287,0.219444444,1688,(the) friends
11288,0.219444444,1416,(of) the Shaitaan.
11289,0.219444444,51,Indeed
11290,0.219444444,789,(the) strategy
11291,0.219444444,1416,(of) the Shaitaan
11292,0.219444444,785,is
11293,0.219444444,301,weak.
11294,0.220138889,900,Have you not seen
11295,0.220138889,1214,Have you not seen
11296,0.220138889,36,[towards]
11297,0.220138889,29,those who
11298,0.220138889,1205,(when) it was said
11299,0.220138889,865,to them
11300,0.220138889,740,"""Restrain"
11301,0.220138889,1732,your hands
11302,0.220138889,1206,and establish
11303,0.220138889,1339,the prayer
11304,0.220138889,73,and give
11305,0.220138889,1773,"the zakah?"""
11306,0.220138889,904,Then when
11307,0.220138889,777,was ordained
11308,0.220138889,130,on them
11309,0.220138889,1193,the fighting
11310,0.220138889,79,then
11311,0.220138889,408,a group
11312,0.220138889,974,of them
11313,0.220138889,840,[they] fear
11314,0.220138889,1120,the people
11315,0.220138889,840,as (they) fear
11316,0.220138889,25,Allah
11317,0.220138889,82,or
11318,0.220138889,1373,more intense
11319,0.220138889,840,fear
11320,0.220138889,1205,and they said
11321,0.220138889,1219,"""Our Lord"
11322,0.220138889,900,why
11323,0.220138889,777,have You ordained
11324,0.220138889,130,upon us
11325,0.220138889,1193,[the] fighting?
11326,0.220138889,919,Why not
11327,0.220138889,21,You postpone (it for) us
11328,0.220138889,36,to
11329,0.220138889,18,"a near term."""
11330,0.220138889,1170,"a near term."""
11331,0.220138889,1205,Say
11332,0.220138889,999,"""Enjoyment"
11333,0.220138889,354,(of) the world
11334,0.220138889,1154,(is) little
11335,0.220138889,21,and the Hereafter
11336,0.220138889,861,(is) better
11337,0.220138889,974,for whoever
11338,0.220138889,1697,fears (Allah)
11339,0.220138889,866,and not
11340,0.220138889,1755,you will be wronged
11341,0.220138889,425,"(even as much as) a hair on a date-seed."""
11342,0.220833333,95,Wherever
11343,0.220833333,785,you be
11344,0.220833333,358,will overtake you
11345,0.220833333,1010,[the] death
11346,0.220833333,917,even if
11347,0.220833333,785,you are
11348,0.220833333,439,in
11349,0.220833333,263,towers
11350,0.220833333,1427,lofty.
11351,0.220833333,47,And if
11352,0.220833333,1357,befalls them
11353,0.220833333,620,any good
11354,0.220833333,1205,they say
11355,0.220833333,500,"""This"
11356,0.220833333,974,(is) from
11357,0.220833333,141,(is) from
11358,0.220833333,25,"Allah"""
11359,0.220833333,47,And if
11360,0.220833333,1357,befalls them
11361,0.220833333,1523,any evil
11362,0.220833333,1205,they say
11363,0.220833333,500,"""This"
11364,0.220833333,974,(is) from
11365,0.220833333,141,"you."""
11366,0.220833333,1205,Say
11367,0.220833333,753,"""All"
11368,0.220833333,974,"(is) from Allah."""
11369,0.220833333,141,"(is) from Allah."""
11370,0.220833333,25,"(is) from Allah."""
11371,0.220833333,934,So what (is wrong)
11372,0.220833333,87,(with) these
11373,0.220833333,1206,[the] people
11374,0.220833333,866,they do not seem
11375,0.220833333,783,they do not seem
11376,0.220833333,398,(to) understand
11377,0.220833333,562,any statement.
11378,0.221527778,933,What(ever)
11379,0.221527778,1357,befalls you
11380,0.221527778,974,of
11381,0.221527778,620,(the) good
11382,0.221527778,974,(is) from
11383,0.221527778,25,Allah
11384,0.221527778,933,and whatever
11385,0.221527778,1357,befalls you
11386,0.221527778,974,of
11387,0.221527778,1523,(the) evil
11388,0.221527778,974,(is) from
11389,0.221527778,1046,yourself.
11390,0.221527778,1283,And
11391,0.221527778,1120,for the people
11392,0.221527778,1283,(as) a Messenger
11393,0.221527778,744,and Allah is sufficient
11394,0.221527778,25,and Allah is sufficient
11395,0.221527778,1381,(as) a Witness.
11396,0.222222222,974,(He) who
11397,0.222222222,1593,obeys
11398,0.222222222,1283,the Messenger
11399,0.222222222,1140,then surely
11400,0.222222222,1593,he obeyed
11401,0.222222222,25,Allah
11402,0.222222222,974,and whoever
11403,0.222222222,1688,turns away -
11404,0.222222222,933,then not
11405,0.222222222,1283,We (have) sent you
11406,0.222222222,130,over them
11407,0.222222222,567,(as) a guardian
11408,0.222916667,1205,And they say
11409,0.222916667,1593,"""(We pledge) obedience"""
11410,0.222916667,79,Then when
11411,0.222916667,269,they leave
11412,0.222916667,974,[from] you
11413,0.222916667,141,[from] you
11414,0.222916667,298,plan by night
11415,0.222916667,1595,a group
11416,0.222916667,974,of them
11417,0.222916667,491,other than
11418,0.222916667,29,that which
11419,0.222916667,1205,you say.
11420,0.222916667,25,But Allah
11421,0.222916667,777,records
11422,0.222916667,933,what
11423,0.222916667,298,they plan by night.
11424,0.222916667,152,So turn (away)
11425,0.222916667,139,from them
11426,0.222916667,1684,and put (your) trust
11427,0.222916667,130,in
11428,0.222916667,25,Allah.
11429,0.222916667,744,And sufficient is Allah
11430,0.222916667,25,And sufficient is Allah
11431,0.222916667,1684,(as) a Trustee.
11432,0.223611111,866,Then (do) not
11433,0.223611111,329,they ponder
11434,0.223611111,1168,(on) the Quran?
11435,0.223611111,917,And if
11436,0.223611111,785,it had (been)
11437,0.223611111,974,from
11438,0.223611111,141,from
11439,0.223611111,491,other than
11440,0.223611111,25,Allah
11441,0.223611111,1677,surely they (would have) found
11442,0.223611111,439,in it
11443,0.223611111,814,much contradiction.
11444,0.223611111,780,much contradiction.
11445,0.224305556,79,And when
11446,0.224305556,720,comes to them
11447,0.224305556,43,a matter
11448,0.224305556,974,of
11449,0.224305556,42,the security
11450,0.224305556,82,or
11451,0.224305556,853,[the] fear
11452,0.224305556,1649,they spread
11453,0.224305556,208,[with] it.
11454,0.224305556,917,But if
11455,0.224305556,1228,they (had) referred it
11456,0.224305556,36,to
11457,0.224305556,1283,the Messenger
11458,0.224305556,36,and to
11459,0.224305556,86,those having authority
11460,0.224305556,43,those having authority
11461,0.224305556,974,among them
11462,0.224305556,126,surely would have known it
11463,0.224305556,29,those who
11464,0.224305556,1028,draw correct conclusion (from) it
11465,0.224305556,974,among them.
11466,0.224305556,919,And if not
11467,0.224305556,377,(had been the) bounty
11468,0.224305556,25,(of) Allah
11469,0.224305556,130,on you
11470,0.224305556,1248,and His Mercy
11471,0.224305556,1542,surely you (would have) followed
11472,0.224305556,1416,the Shaitaan
11473,0.224305556,27,except
11474,0.224305556,1154,a few.
11475,0.225,1193,So fight
11476,0.225,439,in
11477,0.225,1439,(the) way
11478,0.225,25,(of) Allah;
11479,0.225,866,you are not responsible
11480,0.225,751,you are not responsible
11481,0.225,27,except
11482,0.225,1046,(for) yourself.
11483,0.225,597,And encourage
11484,0.225,42,the believers
11485,0.225,173,perhaps
11486,0.225,25,that Allah
11487,0.225,47,that Allah
11488,0.225,740,will restrain
11489,0.225,211,(the) might
11490,0.225,29,(of) those who
11491,0.225,742,disbelieved.
11492,0.225,25,And Allah
11493,0.225,1373,(is) Stronger
11494,0.225,211,(in) Might
11495,0.225,1373,and Stronger
11496,0.225,1069,(in) punishment.
11497,0.225694444,974,Whoever
11498,0.225694444,1374,intercedes -
11499,0.225694444,1374,an intercession
11500,0.225694444,620,good
11501,0.225694444,785,will have
11502,0.225694444,865,for him
11503,0.225694444,1086,a share
11504,0.225694444,974,of it;
11505,0.225694444,974,and whoever
11506,0.225694444,1374,intercedes -
11507,0.225694444,1374,an intercession
11508,0.225694444,1523,evil
11509,0.225694444,785,will have
11510,0.225694444,865,for him
11511,0.225694444,741,a portion
11512,0.225694444,974,of it.
11513,0.225694444,785,And Allah
11514,0.225694444,25,And Allah
11515,0.225694444,130,(is) on
11516,0.225694444,753,every
11517,0.225694444,1424,thing
11518,0.225694444,1208,a Keeper.
11519,0.226388889,79,And when
11520,0.226388889,648,you are greeted
11521,0.226388889,648,with a greeting
11522,0.226388889,648,then greet
11523,0.226388889,620,with better
11524,0.226388889,974,than it
11525,0.226388889,82,or
11526,0.226388889,1228,return it.
11527,0.226388889,51,Indeed
11528,0.226388889,25,Allah
11529,0.226388889,785,is
11530,0.226388889,130,of
11531,0.226388889,753,every
11532,0.226388889,1424,thing
11533,0.226388889,617,an Accountant.
11534,0.227083333,25,Allah -
11535,0.227083333,866,(there is) no
11536,0.227083333,25,god
11537,0.227083333,27,except
11538,0.227083333,534,Him
11539,0.227083333,683,surely He will gather you
11540,0.227083333,36,to
11541,0.227083333,1750,(the) Day
11542,0.227083333,1206,(of) Resurrection -
11543,0.227083333,866,no
11544,0.227083333,1298,doubt
11545,0.227083333,439,about it.
11546,0.227083333,974,And who
11547,0.227083333,1317,(is) more truthful
11548,0.227083333,974,than
11549,0.227083333,25,Allah
11550,0.227083333,562,(in) statement.
11551,0.227777778,933,So what
11552,0.227777778,865,(is the matter) with you
11553,0.227777778,439,concerning
11554,0.227777778,1043,the hypocrites (that)
11555,0.227777778,373,(you have become) two parties?
11556,0.227777778,25,While Allah
11557,0.227777778,1264,cast them back
11558,0.227777778,251,for what
11559,0.227777778,772,they earned.
11560,0.227777778,1293,Do you wish
11561,0.227777778,47,that
11562,0.227777778,507,you guide
11563,0.227777778,974,whom
11564,0.227777778,311,Allah has let go astray?
11565,0.227777778,25,Allah has let go astray?
11566,0.227777778,974,And whoever
11567,0.227777778,311,Allah lets go astray
11568,0.227777778,25,Allah lets go astray
11569,0.227777778,907,then never
11570,0.227777778,1677,will you find
11571,0.227777778,865,for him
11572,0.227777778,1439,a way.
11573,0.228472222,1661,They wish
11574,0.228472222,917,if
11575,0.228472222,742,you disbelieve
11576,0.228472222,757,as
11577,0.228472222,742,they disbelieved
11578,0.228472222,785,and you would be
11579,0.228472222,1534,alike.
11580,0.228472222,866,So (do) not
11581,0.228472222,22,take
11582,0.228472222,974,from them
11583,0.228472222,1688,allies
11584,0.228472222,624,until
11585,0.228472222,510,they emigrate
11586,0.228472222,439,in
11587,0.228472222,1439,(the) way
11588,0.228472222,25,(of) Allah.
11589,0.228472222,47,But if
11590,0.228472222,1688,they turn back
11591,0.228472222,22,seize them
11592,0.228472222,1193,and kill them
11593,0.228472222,647,wherever
11594,0.228472222,1677,you find them.
11595,0.228472222,866,And (do) not
11596,0.228472222,22,take
11597,0.228472222,974,from them
11598,0.228472222,1688,any ally
11599,0.228472222,866,and not
11600,0.228472222,1089,any helper
11601,0.229166667,27,Except
11602,0.229166667,29,those who
11603,0.229166667,1705,join
11604,0.229166667,36,[to]
11605,0.229166667,1206,a group
11606,0.229166667,297,between you
11607,0.229166667,297,and between them
11608,0.229166667,1722,(is) a treaty
11609,0.229166667,82,or
11610,0.229166667,720,those who come you
11611,0.229166667,614,restraining
11612,0.229166667,1318,their hearts
11613,0.229166667,47,that
11614,0.229166667,1193,they fight you
11615,0.229166667,82,or
11616,0.229166667,1193,they fight
11617,0.229166667,1206,their people.
11618,0.229166667,917,And if
11619,0.229166667,1424,Allah (had) willed
11620,0.229166667,25,Allah (had) willed
11621,0.229166667,1485,surely He (would have) given them power
11622,0.229166667,130,over you
11623,0.229166667,1193,and surely they (would have) fought you.
